Wall time,Step,Value
1590925705.4295979,751,0.49076536297798157
1590925706.839929,752,1.8538817167282104
1590925708.010273,753,1.0988118648529053
1590925709.1117508,754,0.8184226751327515
1590925710.250568,755,0.81389319896698
1590925711.339766,756,0.4107573926448822
1590925712.48894,757,0.5516338348388672
1590925713.628884,758,0.5942018032073975
1590925714.826842,759,0.36735406517982483
1590925715.902386,760,0.15591508150100708
1590925716.9420311,761,0.19025664031505585
1590925718.080852,762,0.09370964020490646
1590925719.0875862,763,0.1357618123292923
1590925720.126765,764,0.037867456674575806
1590925721.3177102,765,0.05627128854393959
1590925722.387787,766,0.21897870302200317
1590925724.805823,767,0.022542554885149002
1590925726.307819,768,0.05003543943166733
1590925727.5118232,769,0.09153851866722107
1590925728.3257542,770,0.1014995276927948
1590925729.5468102,771,0.06504317373037338
1590925730.747168,772,0.233573317527771
1590925731.669914,773,0.09544093906879425
1590925732.582151,774,0.030836092308163643
1590925733.769155,775,0.1163838729262352
1590925734.743239,776,0.11402136087417603
1590925735.914905,777,0.10177044570446014
1590925736.802488,778,0.046472735702991486
1590925738.523767,779,0.023797208443284035
1590925739.673012,780,0.04756925627589226
1590925740.570325,781,0.21130216121673584
1590925741.392587,782,0.18064343929290771
1590925743.4409091,783,0.11336781084537506
1590925744.772946,784,0.07365190237760544
1590925745.99931,785,0.039196647703647614
1590925746.9243279,786,0.03649365156888962
1590925748.0250208,787,0.3143266439437866
1590925749.283061,788,0.25468963384628296
1590925750.1841002,789,0.1886383295059204
1590925750.9881558,790,0.06113677844405174
1590925751.79393,791,0.03749014064669609
1590925752.60321,792,0.07989149540662766
1590925753.381748,793,0.17408521473407745
1590925754.169392,794,0.1464156061410904
1590925754.9035048,795,0.1060652881860733
1590925755.657823,796,0.03910865634679794
1590925756.433511,797,0.06286783516407013
1590925757.226086,798,0.08343032747507095
1590925757.993737,799,0.09236258268356323
1590925758.7387068,800,0.07094065845012665
1590925759.619447,801,0.03518211096525192
1590925760.428752,802,0.025453798472881317
1590925761.178035,803,0.04027779400348663
1590925762.0125701,804,0.0415915884077549
1590925762.956061,805,0.05918082222342491
1590925763.834849,806,0.05500669777393341
1590925764.7327318,807,0.04787304624915123
1590925765.5848398,808,0.031522706151008606
1590925766.4085991,809,0.010991498827934265
1590925767.184159,810,0.02766306698322296
1590925767.9545228,811,0.010738123208284378
1590925768.731492,812,0.014863602817058563
1590925769.6215,813,0.021855423226952553
1590925770.3542259,814,0.025802232325077057
1590925771.2384582,815,0.008058079518377781
1590925772.033182,816,0.04186549782752991
1590925772.794894,817,0.03685685992240906
1590925773.533355,818,0.05531010031700134
